PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,TotalHouseSF,TotalBathroomCount,QualityOutdoorSF,YearAndRemodAvg,NonHouseSF,HighQualFinSF,HouseLotRatio,FrontageLotRatio,QualityOutdoorLotRatio
909250200,1510,149000,70,RL,69.0,4899,Pave,NoAlley,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,164,0,0,NoFence,6,2006,WD ,Normal,2265.0,1.0,164,1935.0,-2634.0,2265.0,46.23392529087569,1.4084507042253522,3.3476219636660547
905101300,1832,136000,90,RL,72.0,10773,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,Fa,Fa,CBlock,TA,TA,No,ALQ,704.0,Unf,0.0,1128.0,1832.0,GasA,TA,N,SBrkr,1832,0,0,2.0,0.0,2,0,4,2,TA,8,Typ,0,NoFireplace,NoGarage,0.0,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,0,58,0,0,0,NoFence,5,2010,WD ,Normal,3664.0,4.0,58,1967.0,-7109.0,3664.0,34.010953309198925,0.6683375104427736,0.5383829945233454
902329080,1288,119000,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,664,624,0,1.0,0.0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917.0,Unf,1.0,280.0,TA,TA,N,0,103,0,0,0,NoFence,5,2009,WD ,Normal,1912.0,2.0,103,1962.0,-1688.0,1912.0,53.11111111111111,1.6666666666666667,2.861111111111111
903225140,1210,124000,50,RM,50.0,5000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,600.0,Unf,0.0,72.0,672.0,GasA,Ex,Y,SBrkr,832,378,0,0.0,0.0,1,0,3,1,Gd,6,Typ,0,NoFireplace,Detchd,1941.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,NoFence,5,2008,WD ,Normal,1882.0,1.0,0,1973.5,-3118.0,1882.0,37.64,1.0,0.0
533215080,1709,328900,120,FV,50.0,5119,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0.0,460.0,1698.0,GasA,Ex,Y,SBrkr,1709,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,97,65,0,0,0,NoFence,1,2008,CWD,Abnorml,3407.0,3.0,162,1999.5,-1712.0,3407.0,66.55596796249267,0.9767532721234616,3.1646806016800157
534452060,1077,118000,190,RL,50.0,7420,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,851.0,Unf,0.0,140.0,991.0,GasA,Ex,Y,SBrkr,1077,0,0,1.0,0.0,1,0,2,2,TA,5,Typ,2,TA,Attchd,1939.0,RFn,1.0,205.0,Gd,TA,Y,0,4,0,0,0,NoFence,1,2008,WD ,Normal,2068.0,2.0,4,1944.5,-5352.0,2068.0,27.870619946091647,0.6738544474393532,0.05390835579514825
532476050,2646,260000,80,RL,100.0,14330,Pave,NoAlley,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023.0,BLQ,497.0,228.0,1748.0,GasA,Gd,Y,SBrkr,2151,495,0,1.0,2.0,2,0,3,1,Gd,9,Mod,4,TA,Attchd,1974.0,RFn,2.0,550.0,TA,TA,Y,641,100,0,0,0,GdPrv,1,2006,WD ,Normal,4394.0,4.0,741,1974.0,-9936.0,4394.0,30.662944870900212,0.6978367062107467,5.170969993021633
909428110,1336,157000,190,RL,90.0,15750,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,Y,SBrkr,1336,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,NoFence,6,2006,WD ,Normal,2501.0,2.0,0,1953.0,-13249.0,2501.0,15.87936507936508,0.5714285714285714,0.0
528170040,2728,437154,60,RL,56.0,20431,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,1.0,0.0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,3.0,706.0,TA,TA,Y,0,0,0,0,0,NoFence,4,2006,New,Partial,4576.0,3.5,0,2005.5,-15855.0,4576.0,22.397337379472372,0.27409328960892765,0.0
533110130,2417,260000,60,RL,121.0,16059,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301,1116,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,127,82,0,0,0,NoFence,4,2006,WD ,Normal,3705.0,2.5,209,1991.5,-12354.0,3705.0,23.071175042032504,0.7534715735724516,1.3014508998069618
921205030,2028,369900,20,RL,88.0,11443,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460.0,Unf,0.0,408.0,1868.0,GasA,Ex,Y,SBrkr,2028,0,0,1.0,0.0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,326,66,0,0,0,NoFence,3,2006,New,Partial,3896.0,3.0,392,2005.5,-7547.0,3896.0,34.04701564275103,0.7690291007602901,3.425675085204929
923203090,1216,164000,120,RM,32.0,4500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,Unf,0.0,319.0,1216.0,GasA,Ex,Y,SBrkr,1216,0,0,1.0,0.0,2,0,2,1,TA,5,Typ,0,NoFireplace,Attchd,1998.0,Unf,2.0,402.0,TA,TA,Y,0,125,0,0,0,NoFence,5,2006,WD ,Normal,2432.0,3.0,125,1998.0,-2068.0,2432.0,54.04444444444444,0.7111111111111111,2.7777777777777777
535104120,1453,187500,20,RL,92.0,10573,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453,0,0,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,GdPrv,4,2009,WD ,Normal,2906.0,3.0,337,1961.0,-7667.0,2906.0,27.48510356568618,0.8701409249976354,3.1873640404804693
528366070,2202,263000,60,RL,88.0,11762,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,Ex,Y,SBrkr,1105,1097,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,RFn,2.0,517.0,TA,TA,Y,0,65,0,0,144,NoFence,9,2007,WD ,Normal,3307.0,3.5,209,1992.5,-8455.0,3307.0,28.115966672334636,0.748172079578303,1.7769086889984698
902205010,612,45000,30,RM,50.0,5925,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,Fa,N,FuseA,612,0,0,0.0,0.0,1,0,1,1,TA,4,Typ,0,NoFireplace,Detchd,1965.0,Unf,1.0,308.0,TA,Fa,N,0,0,25,0,0,NoFence,10,2009,WD ,Normal,612.0,1.0,25,1945.0,-5313.0,612.0,10.329113924050633,0.8438818565400843,0.42194092827004215
923204040,1200,173000,85,RL,150.0,14137,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,2Types,1964.0,Fin,3.0,850.0,TA,TA,Y,0,119,0,0,171,NoFence,11,2008,ConLD,Normal,2400.0,2.0,290,1964.0,-11737.0,2400.0,16.97672773572894,1.0610454834830587,2.05135460140058
535378080,1281,128500,50,RL,60.0,10284,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1925,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,1030.0,LwQ,66.0,55.0,1151.0,GasA,Ex,Y,SBrkr,845,436,0,1.0,0.0,2,0,1,1,TA,6,Mod,0,NoFireplace,Detchd,1978.0,Unf,2.0,580.0,TA,TA,Y,0,0,0,0,0,NoFence,8,2007,WD ,Abnorml,2432.0,3.0,0,1959.0,-7852.0,2432.0,23.648385842084792,0.5834305717619603,0.0
533251130,1432,194000,80,RL,80.0,16157,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289.0,1360.0,GasA,Ex,Y,SBrkr,1432,0,0,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2.0,588.0,TA,TA,Y,168,180,0,0,0,NoFence,6,2007,WD ,Normal,2792.0,2.5,348,1978.0,-13365.0,2792.0,17.280435724453795,0.4951414247694498,2.1538651977471064
528235130,1414,178000,60,RL,74.0,9056,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,707.0,707.0,GasA,Ex,Y,SBrkr,707,707,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,403.0,TA,TA,Y,100,35,0,0,0,NoFence,10,2006,WD ,Normal,2121.0,2.5,135,2004.0,-6935.0,2121.0,23.420936395759718,0.8171378091872792,1.4907243816254416
903226130,1324,128000,50,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0.0,0.0,672.0,GasA,TA,Y,SBrkr,757,567,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,NoFence,7,2009,WD ,Normal,1996.0,1.0,0,1943.0,-4004.0,1996.0,33.266666666666666,0.8333333333333334,0.0
903235020,616,89000,30,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,NoFireplace,Detchd,1921.0,Unf,1.0,205.0,TA,TA,Y,0,0,129,0,0,NoFence,6,2006,WD ,Normal,1232.0,1.0,129,1935.5,-4768.0,1232.0,20.533333333333335,0.8333333333333334,2.15
527425110,864,130000,20,RL,60.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,GdWo,7,2009,WD ,Normal,1728.0,1.0,200,1988.5,-7272.0,1728.0,19.2,0.6666666666666667,2.2222222222222223
902327070,2007,160000,70,RM,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0.0,Unf,0.0,917.0,917.0,GasA,Gd,Y,FuseA,1090,917,0,0.0,0.0,2,0,3,1,Ex,8,Typ,0,NoFireplace,Detchd,1930.0,Unf,1.0,357.0,TA,TA,Y,0,235,0,0,0,NoFence,6,2009,WD ,Normal,2924.0,2.0,235,1925.0,-5476.0,2924.0,34.80952380952381,0.8333333333333334,2.797619047619048
903425270,1316,90000,50,RL,60.0,8550,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,TA,Y,SBrkr,960,356,0,0.0,0.0,1,0,4,1,TA,7,Typ,0,NoFireplace,Detchd,1965.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,NoFence,10,2007,ConLw,Family,2066.0,1.0,0,1938.0,-6484.0,2066.0,24.16374269005848,0.7017543859649122,0.0
534127230,1740,150000,20,RL,85.0,11050,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,301.0,Unf,0.0,1439.0,1740.0,GasA,Fa,Y,SBrkr,1740,0,0,0.0,0.0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1968.0,RFn,2.0,512.0,TA,TA,Y,25,0,0,0,192,GdWo,10,2008,WD ,Family,3480.0,1.5,217,1968.0,-7570.0,3480.0,31.493212669683256,0.7692307692307693,1.9638009049773757
914478100,1026,143000,85,RL,82.0,8410,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,924.0,Unf,0.0,46.0,970.0,GasA,TA,Y,SBrkr,1026,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1974.0,Unf,2.0,528.0,TA,TA,Y,193,0,0,0,0,NoFence,4,2007,WD ,Normal,1996.0,2.0,193,1974.0,-6414.0,1996.0,23.733650416171226,0.9750297265160524,2.294887039239001
535301150,1050,156000,20,RL,70.0,8092,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NoFireplace,Attchd,1954.0,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,NoFence,6,2006,WD ,Abnorml,2100.0,2.0,0,1977.0,-5992.0,2100.0,25.951557093425603,0.8650519031141869,0.0
903225150,765,87000,30,RM,50.0,5000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,188.0,Unf,0.0,577.0,765.0,GasA,TA,N,FuseF,765,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,NoFireplace,Detchd,1926.0,Unf,1.0,200.0,Fa,TA,P,135,0,41,0,0,MnPrv,4,2010,WD ,Normal,1530.0,2.0,176,1937.5,-3470.0,1530.0,30.599999999999998,1.0,3.52
527402220,1002,148500,20,RL,73.0,8750,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828.0,Unf,0.0,174.0,1002.0,GasA,TA,Y,SBrkr,1002,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,1973.0,Unf,2.0,902.0,TA,TA,Y,0,0,0,0,0,MnPrv,8,2009,WD ,Normal,2004.0,2.0,0,1970.0,-6746.0,2004.0,22.90285714285714,0.8342857142857143,0.0
904351240,1112,63000,50,RL,60.0,9780,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,N,FuseA,687,425,0,1.0,0.0,2,0,4,1,TA,6,Typ,0,NoFireplace,Detchd,1934.0,Unf,1.0,226.0,Po,Po,N,0,0,0,0,0,NoFence,3,2009,WD ,Normal,1697.0,3.0,0,1942.0,-8083.0,1697.0,17.35173824130879,0.6134969325153374,0.0
535452090,1041,128000,20,RL,71.0,7350,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Gd,Y,SBrkr,1041,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Attchd,1958.0,RFn,1.0,294.0,TA,TA,Y,0,0,0,0,0,GdWo,3,2009,WD ,Normal,2082.0,1.0,0,1958.0,-5268.0,2082.0,28.3265306122449,0.9659863945578231,0.0
528108020,2042,253293,20,RL,98.0,12704,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,2042.0,GasA,Ex,Y,SBrkr,2042,0,0,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3.0,1390.0,TA,TA,Y,0,90,0,0,0,NoFence,8,2009,New,Partial,4084.0,2.5,90,2008.5,-8620.0,4084.0,32.14735516372796,0.7714105793450882,0.7084382871536523
528427070,1933,214000,60,RL,86.0,14598,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Ex,Y,SBrkr,894,1039,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,668.0,TA,TA,Y,100,18,0,0,0,NoFence,1,2008,WD ,Normal,2827.0,2.5,118,2007.0,-11771.0,2827.0,19.3656665296616,0.5891217975065077,0.8083299082066037
902125020,1750,124000,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,Y,FuseA,1089,661,0,0.0,0.0,1,0,3,1,Ex,8,Typ,0,NoFireplace,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,MnPrv,6,2006,WD ,Abnorml,2386.0,1.0,293,1935.5,-6614.0,2386.0,26.511111111111113,0.5555555555555556,3.255555555555555
910201050,1601,129850,50,RM,50.0,7288,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,NoFireplace,NoGarage,0.0,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0,0,0,176,0,NoFence,9,2007,WD ,Normal,2537.0,2.0,176,1964.0,-4751.0,2537.0,34.810647639956095,0.6860592755214051,2.4149286498353457
527425090,864,115000,20,RL,70.0,10500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,NoGarage,0.0,NoGarage,0.0,0.0,NoGarage,NoGarage,Y,0,0,0,0,0,NoFence,4,2010,ConLI,Normal,1728.0,1.0,0,1971.0,-8772.0,1728.0,16.457142857142856,0.6666666666666667,0.0
909277100,964,163500,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,NoFireplace,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,NoFence,8,2009,WD ,Normal,1840.0,2.0,44,1963.5,-11520.0,1840.0,13.77245508982036,0.5988023952095809,0.32934131736526945
531452070,1332,145000,120,RL,50.0,7175,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,NoFireplace,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,NoFence,2,2009,WD ,Normal,2664.0,2.0,60,1990.5,-4511.0,2664.0,37.12891986062718,0.6968641114982579,0.8362369337979094
528387050,2127,271000,60,RL,81.0,10944,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,223.0,1223.0,GasA,Ex,Y,SBrkr,1223,904,0,1.0,0.0,2,1,3,1,Gd,5,Typ,2,TA,Attchd,1994.0,RFn,2.0,525.0,TA,TA,Y,171,132,0,0,0,NoFence,8,2008,WD ,Normal,3350.0,3.5,303,1994.0,-7594.0,3350.0,30.610380116959064,0.7401315789473684,2.768640350877193
905480240,1111,95000,50,RL,60.0,9084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,N,SBrkr,616,495,0,0.0,1.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,48,0,0,0,0,NoFence,3,2008,ConLw,Normal,1727.0,1.5,48,1945.5,-7357.0,1727.0,19.01144870101277,0.6605019815059445,0.5284015852047557
