GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,TotalHouseSF,TotalBathroomCount,QualityOutdoorSF,YearAndRemodAvg,NonHouseSF,HighQualFinSF,HouseLotRatio,FrontageLotRatio,QualityOutdoorLotRatio
1554,209500,120,5,34.0,4590,1,1,3,3,0,4,0,17,2,2,3,2,8,5,2006,2006,1,0,12,13,3,108.0,4,3,2,5,5,3,3,24.0,1,0.0,1530.0,1554.0,1,5,1,3,1554,0,0,0.0,0.0,2,0,2,1,4,6,6,1,5,1,2006.0,2,2.0,627.0,4,4,2,156,73,0,0,0,1,8,2007,9,4,3108.0,2.0,229,2006.0,-1482.0,3108.0,67.7124183006536,0.7407407407407408,4.989106753812636
816,124500,20,5,76.0,8314,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1982,1982,1,0,6,7,2,0.0,3,3,1,4,4,5,2,546.0,1,0.0,270.0,816.0,1,3,1,3,816,0,0,0.0,0.0,1,0,2,1,3,5,6,0,1,1,1982.0,1,1.0,264.0,4,4,2,168,0,0,0,0,1,6,2007,9,4,1632.0,1.0,168,1982.0,-6682.0,1632.0,19.62954053403897,0.9141207601635795,2.0206879961510706
1108,139400,45,6,57.0,7449,1,0,3,0,0,4,0,10,2,2,0,1,7,7,1930,1950,1,0,13,14,2,0.0,3,3,2,4,4,2,1,0.0,1,0.0,637.0,637.0,1,5,1,1,1108,0,0,0.0,0.0,1,0,3,1,4,6,6,1,5,1,1930.0,1,1.0,280.0,4,4,0,0,0,205,0,0,5,6,2007,9,4,1745.0,1.0,205,1940.0,-5704.0,1745.0,23.425963216539134,0.7652033830044301,2.752047254665056
1252,160000,160,2,24.0,2160,1,2,3,3,0,4,0,22,2,2,3,5,7,5,1999,2000,1,0,8,8,1,212.0,4,3,2,5,4,2,1,510.0,1,0.0,90.0,600.0,1,5,1,3,624,628,0,1.0,0.0,2,1,2,1,4,4,6,0,1,5,1999.0,1,2.0,462.0,4,4,2,0,48,0,0,0,1,3,2008,9,4,1852.0,3.5,48,1999.5,-308.0,1852.0,85.74074074074073,1.1111111111111112,2.2222222222222223
1830,221300,60,5,75.0,8778,1,1,3,3,0,4,0,22,2,2,0,5,8,5,2006,2006,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,1302.0,1302.0,1,5,1,3,1302,528,0,0.0,0.0,2,1,3,1,4,7,6,0,1,3,2006.0,2,3.0,859.0,4,4,2,0,40,0,0,0,1,3,2007,9,4,3132.0,2.5,40,2006.0,-5646.0,3132.0,35.68010936431989,0.8544087491455913,0.45568466621098197
1040,134900,20,5,45.0,8982,1,1,0,3,0,1,0,5,2,2,0,2,5,5,1977,1977,1,0,5,5,2,0.0,3,3,1,5,4,4,2,539.0,1,0.0,501.0,1040.0,1,3,1,3,1040,0,0,0.0,0.0,1,1,3,1,3,5,6,0,1,5,1977.0,1,2.0,748.0,4,4,2,0,0,0,0,0,4,1,2007,9,4,2080.0,1.5,0,1977.0,-6902.0,2080.0,23.157425963037184,0.501002004008016,0.0
698,118000,20,5,50.0,9405,1,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,0,12,13,2,0.0,3,5,1,4,4,2,1,0.0,1,0.0,698.0,698.0,1,5,1,3,698,0,0,0.0,1.0,1,0,2,1,3,4,6,0,1,6,0.0,0,0.0,0.0,1,1,2,0,200,0,0,0,1,6,2009,9,4,1396.0,1.5,200,1977.5,-8009.0,1396.0,14.843168527379053,0.531632110579479,2.126528442317916
1611,195800,60,5,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,0,12,13,2,0.0,4,3,2,5,4,4,1,0.0,1,0.0,784.0,784.0,1,5,1,3,784,827,0,0.0,0.0,2,1,3,1,4,6,6,0,1,1,2005.0,2,2.0,572.0,4,4,2,144,36,0,0,0,1,3,2006,9,4,2395.0,2.5,180,2005.0,-6005.0,2395.0,28.51190476190476,0.8333333333333334,2.142857142857143
1666,135000,50,6,60.0,5160,1,1,3,3,0,0,0,10,2,2,0,0,6,6,1927,1950,1,0,8,8,2,0.0,3,2,0,4,4,2,1,0.0,1,0.0,1204.0,1204.0,1,3,1,0,1204,462,0,0.0,0.0,1,0,3,1,3,4,6,0,1,5,1927.0,1,1.0,384.0,3,4,2,0,0,148,0,0,1,8,2009,9,4,2870.0,1.0,148,1938.5,-2290.0,2870.0,55.62015503875969,1.1627906976744187,2.8682170542635657
768,133900,85,5,60.0,7200,1,1,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,0,14,6,2,0.0,3,4,1,5,4,4,3,660.0,1,0.0,108.0,768.0,1,4,1,3,768,0,0,0.0,1.0,1,0,2,1,3,5,6,0,1,5,1974.0,3,1.0,396.0,4,4,2,192,0,0,0,0,4,4,2009,9,4,1536.0,1.5,192,1987.5,-5664.0,1536.0,21.333333333333336,0.8333333333333334,2.666666666666667
1097,152000,20,5,81.0,9672,1,1,3,3,0,0,0,21,2,2,0,2,6,5,1984,1985,3,0,6,9,2,0.0,3,3,2,5,4,2,3,338.0,1,0.0,702.0,1040.0,1,3,1,3,1097,0,0,0.0,0.0,2,0,3,1,3,6,6,0,1,1,1986.0,1,2.0,480.0,4,4,2,0,0,0,0,0,5,5,2010,9,4,2137.0,2.0,0,1984.5,-7535.0,2137.0,22.094706368899917,0.8374689826302729,0.0
1056,107000,20,4,70.0,8900,1,1,3,3,0,4,0,21,2,2,0,2,4,4,1966,1966,1,0,6,6,2,0.0,3,3,1,4,4,2,3,1056.0,1,0.0,0.0,1056.0,1,3,1,3,1056,0,0,1.0,0.0,1,0,2,1,3,5,6,0,1,5,1966.0,1,1.0,384.0,4,4,2,0,42,0,0,0,4,11,2006,9,4,2112.0,2.0,42,1966.0,-6788.0,2112.0,23.730337078651687,0.7865168539325843,0.4719101123595505
1874,220000,60,2,72.0,7500,1,1,3,3,0,4,0,22,8,2,0,5,8,5,2000,2001,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,1058.0,1058.0,1,5,1,3,1058,816,0,0.0,0.0,2,1,3,1,4,7,6,1,4,1,2000.0,3,2.0,588.0,4,4,2,0,134,0,0,0,1,3,2009,9,4,2932.0,2.5,134,2000.5,-4568.0,2932.0,39.093333333333334,0.96,1.7866666666666666
732,118900,20,5,60.0,7200,1,1,3,3,0,0,0,13,2,2,0,2,5,7,1952,1952,1,0,8,8,2,0.0,3,4,1,4,5,2,2,630.0,1,102.0,0.0,732.0,1,3,1,3,732,0,0,1.0,0.0,1,0,2,1,3,4,6,0,1,5,1952.0,1,1.0,240.0,4,4,2,0,68,0,0,0,1,9,2009,9,4,1464.0,2.0,68,1952.0,-5736.0,1464.0,20.333333333333332,0.8333333333333334,0.9444444444444444
1283,140000,20,5,70.0,7763,1,1,3,3,0,4,0,13,2,2,0,2,5,7,1962,1980,1,0,8,8,2,0.0,3,4,1,4,4,2,3,504.0,1,108.0,319.0,931.0,1,3,1,3,1283,0,0,1.0,0.0,1,0,3,1,3,6,6,0,1,5,1980.0,1,2.0,506.0,4,4,2,0,0,0,0,0,1,10,2008,9,4,2214.0,2.0,0,1971.0,-5549.0,2214.0,28.51990209970372,0.9017132551848512,0.0
1944,179900,70,6,68.0,9928,1,0,3,3,0,4,0,18,2,2,0,5,7,8,1915,1994,1,0,13,14,2,0.0,3,4,0,4,4,2,1,0.0,1,0.0,672.0,672.0,1,2,1,3,1272,672,0,0.0,0.0,2,0,3,1,3,8,3,0,1,5,1915.0,1,1.0,216.0,4,4,0,24,28,0,0,0,1,6,2009,9,4,2616.0,2.0,52,1954.5,-7312.0,2616.0,26.349717969379533,0.684931506849315,0.523771152296535
1922,282000,20,5,80.0,11305,1,1,3,3,0,4,0,24,2,2,0,2,8,5,2002,2002,3,0,12,13,1,886.0,4,3,2,5,4,4,3,1329.0,1,0.0,593.0,1922.0,1,5,1,3,1922,0,0,1.0,0.0,2,0,2,1,4,6,6,1,6,1,2002.0,3,3.0,692.0,4,4,2,201,64,0,0,0,1,4,2007,9,4,3844.0,3.0,265,2002.0,-7461.0,3844.0,34.00265369305617,0.7076514816452897,2.344095532950022
1647,217500,20,5,80.0,12984,1,1,3,0,0,4,0,6,2,2,0,2,5,6,1977,1977,1,0,9,9,1,459.0,3,3,1,5,4,3,2,1283.0,2,147.0,0.0,1430.0,1,5,1,3,1647,0,0,1.0,0.0,2,0,3,1,4,7,6,1,4,1,1977.0,3,2.0,621.0,4,4,2,0,0,0,0,0,1,3,2006,9,4,3077.0,3.0,0,1977.0,-9907.0,3077.0,23.698398028342577,0.6161429451632778,0.0
1358,212500,120,5,80.0,10307,1,1,0,3,0,4,0,17,2,2,4,2,7,5,2007,2008,1,0,12,13,3,176.0,4,3,2,5,4,2,3,876.0,1,0.0,474.0,1350.0,1,5,1,3,1358,0,0,1.0,0.0,2,0,2,1,4,6,6,1,5,1,2008.0,2,2.0,484.0,4,4,2,192,26,0,0,0,1,5,2009,9,4,2708.0,3.0,218,2007.5,-7599.0,2708.0,26.273406422819445,0.7761715339089938,2.1150674299020085
1656,126000,80,6,75.0,6000,1,1,3,3,0,4,0,10,2,2,0,7,5,5,1967,1967,3,0,6,9,2,0.0,2,3,1,5,4,3,3,257.0,1,0.0,367.0,624.0,1,5,1,3,1092,564,0,0.0,0.0,1,1,3,1,3,7,4,1,2,1,1967.0,1,1.0,288.0,4,4,2,0,180,0,0,100,4,7,2008,9,4,2280.0,1.5,280,1967.0,-3720.0,2280.0,38.0,1.25,4.666666666666667
3005,280750,160,2,32.0,2880,1,2,3,3,0,4,0,22,2,2,3,5,7,5,2004,2005,1,0,8,8,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,1376.0,1376.0,1,5,1,3,1376,1629,0,0.0,0.0,2,1,3,1,4,9,4,1,4,3,2004.0,3,3.0,704.0,4,4,2,0,177,0,0,0,1,7,2009,9,4,4381.0,2.5,177,2004.5,1501.0,4381.0,152.11805555555554,1.1111111111111112,6.145833333333333
1248,87000,50,6,52.0,9439,1,1,3,3,0,4,0,18,2,2,0,0,5,5,1930,1950,1,0,13,14,2,0.0,3,3,1,4,4,2,2,324.0,1,0.0,588.0,912.0,1,4,1,0,912,336,0,0.0,0.0,1,0,2,1,3,6,6,0,1,5,1957.0,1,1.0,160.0,3,3,2,0,0,192,0,0,1,3,2007,9,4,2160.0,1.0,192,1940.0,-7279.0,2160.0,22.883780061447187,0.550905816294099,2.03411378323975
1547,215200,60,2,72.0,8640,1,1,3,3,0,4,0,22,2,2,0,5,7,5,2009,2009,1,0,12,13,2,0.0,3,3,2,5,4,3,3,24.0,1,0.0,732.0,756.0,1,5,1,3,764,783,0,0.0,0.0,2,1,3,1,4,7,6,0,1,1,2009.0,1,2.0,614.0,4,4,2,169,45,0,0,0,1,6,2010,2,4,2303.0,2.5,214,2009.0,-6337.0,2303.0,26.655092592592595,0.8333333333333334,2.476851851851852
1716,162500,50,5,60.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,0,12,13,2,0.0,3,4,0,4,4,2,1,0.0,1,0.0,810.0,810.0,1,5,1,3,1170,546,0,0.0,0.0,2,0,4,1,4,8,6,0,1,5,1970.0,1,2.0,672.0,4,4,2,0,195,0,0,0,1,3,2008,9,4,2526.0,2.0,195,1959.5,-6618.0,2526.0,27.624671916010502,0.6561679790026247,2.1325459317585302
1603,138000,70,5,70.0,9650,1,1,0,1,0,0,0,6,2,2,0,5,6,3,1923,1950,3,0,13,9,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,784.0,784.0,1,3,1,3,819,784,0,0.0,0.0,1,0,4,1,3,7,6,1,5,1,1980.0,1,2.0,599.0,4,4,2,0,217,0,0,0,1,6,2008,9,4,2387.0,1.0,217,1936.5,-7263.0,2387.0,24.73575129533679,0.7253886010362695,2.2487046632124352
1516,181316,60,5,63.0,8803,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,0,6,6,2,0.0,3,3,2,5,4,2,3,600.0,1,0.0,107.0,707.0,1,4,1,3,707,809,0,1.0,0.0,2,1,3,1,4,7,6,1,4,1,1994.0,3,2.0,409.0,4,4,2,0,46,0,0,0,1,7,2009,9,4,2223.0,3.5,46,1994.5,-6580.0,2223.0,25.25275474270135,0.7156651141656254,0.5225491309780756
1138,148000,80,5,88.0,15312,1,1,3,3,0,4,0,20,2,2,0,7,6,5,1960,1960,3,0,13,14,1,54.0,3,3,1,4,4,4,1,588.0,1,0.0,550.0,1138.0,1,5,1,3,1138,0,0,0.0,1.0,1,0,3,1,3,6,6,1,4,1,1960.0,2,2.0,480.0,4,4,2,0,0,0,0,140,4,3,2009,0,4,2276.0,1.5,140,1960.0,-13036.0,2276.0,14.864158829676072,0.5747126436781609,0.9143155694879832
2063,315000,20,5,89.0,10750,1,1,0,3,0,1,0,16,2,2,0,2,8,5,1994,1995,3,0,13,14,1,634.0,4,3,2,5,4,4,1,236.0,3,1526.0,262.0,2024.0,1,5,1,3,2063,0,0,1.0,0.0,2,0,3,1,4,7,6,2,5,1,1994.0,3,3.0,815.0,4,4,2,182,56,0,0,0,1,6,2009,9,4,4087.0,3.0,238,1994.5,-6663.0,4087.0,38.01860465116279,0.827906976744186,2.213953488372093
854,132000,45,6,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,1,7,8,1929,2001,1,0,13,14,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,832.0,832.0,1,5,1,0,854,0,0,0.0,0.0,1,0,2,1,3,5,6,0,1,5,1991.0,1,2.0,576.0,4,4,2,48,112,0,0,0,5,7,2007,9,4,1686.0,1.0,160,1965.0,-4434.0,1686.0,27.54901960784314,0.8333333333333334,2.6143790849673203
1400,149500,60,5,74.0,7844,1,1,3,3,0,4,0,20,2,2,0,5,6,7,1978,1978,3,0,6,6,1,203.0,3,3,1,4,4,2,2,209.0,1,0.0,463.0,672.0,1,3,1,3,672,728,0,0.0,0.0,1,1,3,1,3,6,6,1,4,1,1978.0,3,2.0,440.0,4,4,2,0,0,0,0,0,1,3,2006,9,4,2072.0,1.5,0,1978.0,-5772.0,2072.0,26.41509433962264,0.9433962264150944,0.0
1720,183500,60,5,62.0,8244,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,840.0,840.0,1,5,1,3,840,880,0,0.0,0.0,2,1,3,1,4,7,6,1,5,1,2004.0,3,2.0,440.0,4,4,2,100,48,0,0,0,1,5,2007,9,4,2560.0,2.5,148,2004.0,-5684.0,2560.0,31.05288694808345,0.7520621057738962,1.7952450266860747
1440,224500,90,5,73.0,9069,1,1,3,3,0,4,0,21,2,2,2,6,6,8,1993,1993,1,0,6,6,2,0.0,4,4,2,5,4,4,2,261.0,3,1083.0,0.0,1344.0,1,4,1,3,1440,0,0,2.0,0.0,2,0,2,2,4,8,6,0,1,1,1993.0,1,4.0,920.0,4,4,2,288,0,0,0,0,1,4,2006,9,4,2784.0,4.0,288,1993.0,-6285.0,2784.0,30.697982136950046,0.8049399051714633,3.175653324512074
1868,415000,20,5,120.0,14780,1,1,0,1,0,0,1,17,2,2,0,2,9,5,2005,2005,3,0,12,13,1,568.0,5,3,2,6,4,5,3,1505.0,1,0.0,363.0,1868.0,1,5,1,3,1868,0,0,1.0,0.0,2,0,2,1,5,7,6,1,5,1,2005.0,3,3.0,1085.0,4,4,2,354,56,0,0,156,1,6,2006,9,4,3736.0,3.0,566,2005.0,-11044.0,3736.0,25.277401894451963,0.8119079837618403,3.8294993234100136
990,155000,20,5,65.0,9750,1,1,3,2,0,4,1,5,2,2,0,2,5,7,1994,1994,1,0,12,13,2,0.0,3,3,2,5,4,2,3,722.0,1,0.0,268.0,990.0,1,5,1,3,990,0,0,1.0,0.0,1,0,3,1,3,5,6,0,1,5,1997.0,1,2.0,528.0,4,4,2,168,0,0,0,0,1,8,2008,9,4,1980.0,2.0,168,1994.0,-7770.0,1980.0,20.307692307692307,0.6666666666666667,1.723076923076923
1271,135000,50,5,115.0,21286,1,1,3,3,0,4,0,20,2,2,0,0,5,5,1948,1950,1,0,13,14,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,720.0,720.0,1,3,1,3,720,551,0,0.0,0.0,2,0,4,1,3,7,6,1,5,1,1948.0,1,1.0,312.0,4,4,2,0,0,108,0,0,1,8,2008,9,4,1991.0,2.0,108,1949.0,-19295.0,1991.0,9.353565723950014,0.54026120454759,0.507375739922954
1646,164000,75,5,53.0,7128,1,1,3,3,0,4,0,6,2,2,0,4,7,5,1941,1950,1,0,8,8,2,0.0,3,4,1,4,4,2,3,364.0,1,0.0,554.0,918.0,1,4,1,3,918,728,0,0.0,0.0,2,0,4,1,3,7,6,2,5,5,1941.0,1,1.0,240.0,4,4,2,0,0,0,0,126,4,8,2007,9,4,2564.0,2.0,126,1945.5,-4564.0,2564.0,35.970819304152634,0.7435465768799102,1.7676767676767675
952,128500,20,5,66.0,8300,1,1,0,3,0,4,0,13,2,2,0,2,6,6,1968,1968,1,0,13,14,1,86.0,3,3,1,4,4,3,3,952.0,1,0.0,0.0,952.0,1,4,1,3,952,0,0,1.0,0.0,1,0,3,1,3,5,6,0,1,1,1968.0,1,1.0,288.0,4,4,2,0,0,0,0,0,1,8,2007,9,4,1904.0,2.0,0,1968.0,-6396.0,1904.0,22.939759036144576,0.7951807228915663,0.0
1720,196500,60,5,89.0,11645,1,1,0,3,0,0,0,5,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,860.0,860.0,1,5,1,3,860,860,0,0.0,0.0,2,1,3,1,4,7,6,0,1,1,2004.0,2,2.0,565.0,4,4,2,0,70,0,0,0,1,8,2006,9,4,2580.0,2.5,70,2004.0,-9065.0,2580.0,22.15543151567196,0.7642765135251182,0.6011163589523401
1218,131000,50,6,60.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,6,1941,1950,1,0,13,14,2,0.0,3,4,0,4,5,2,2,375.0,1,0.0,360.0,735.0,1,5,1,3,869,349,0,0.0,1.0,1,0,3,1,3,6,6,1,5,5,2003.0,1,2.0,440.0,4,4,2,0,0,0,0,0,1,3,2007,9,4,1953.0,1.5,0,1945.5,-4047.0,1953.0,32.550000000000004,1.0,0.0
1217,151000,120,5,50.0,7175,1,1,3,3,0,4,0,21,2,2,4,2,6,5,1991,1991,1,0,9,9,2,0.0,4,3,2,5,4,2,3,278.0,1,0.0,939.0,1217.0,1,4,1,3,1217,0,0,0.0,0.0,2,0,2,1,4,5,6,0,1,1,1991.0,2,2.0,484.0,4,4,2,0,64,0,0,0,1,6,2006,9,4,2434.0,2.0,64,1991.0,-4741.0,2434.0,33.92334494773519,0.6968641114982579,0.89198606271777
1293,149900,20,5,73.0,11027,1,1,0,3,0,4,0,13,2,2,0,2,6,5,1954,1954,3,0,13,14,3,28.0,3,3,1,4,4,2,1,468.0,3,539.0,171.0,1178.0,1,4,1,3,1293,0,0,1.0,0.0,2,0,2,1,3,5,6,0,1,1,1954.0,2,2.0,452.0,4,4,2,280,0,0,0,0,1,5,2006,9,4,2471.0,3.0,280,1954.0,-8556.0,2471.0,22.408633354493514,0.6620114264985943,2.539221909857622
1428,139900,70,6,58.0,6451,1,0,3,3,0,4,0,18,2,2,0,5,7,7,1900,1970,1,0,0,14,2,0.0,3,3,4,4,4,2,3,208.0,1,0.0,504.0,712.0,1,4,1,3,848,580,0,1.0,0.0,1,0,4,1,3,7,6,0,1,5,1985.0,3,2.0,576.0,4,4,2,264,0,84,0,0,1,5,2006,9,4,2140.0,2.0,348,1935.0,-4311.0,2140.0,33.173151449387696,0.899085413114246,5.394512478685475
894,120750,20,5,64.0,6285,1,1,3,3,0,4,0,20,2,2,0,2,5,5,1977,1977,1,0,9,9,2,0.0,3,3,1,5,4,2,2,138.0,3,351.0,405.0,894.0,1,3,1,3,894,0,0,1.0,0.0,1,0,2,1,3,5,6,0,1,5,1979.0,1,1.0,308.0,4,4,2,192,0,0,0,0,1,3,2007,9,4,1788.0,2.0,192,1977.0,-4497.0,1788.0,28.44868735083532,1.0182975338106603,3.054892601431981
1246,154000,20,5,75.0,7500,1,1,3,3,0,4,0,13,2,2,0,2,5,7,1959,1994,3,0,3,3,2,0.0,3,3,1,4,4,2,2,340.0,3,906.0,0.0,1246.0,1,5,1,3,1246,0,0,1.0,0.0,1,1,3,1,4,6,6,0,1,1,1959.0,2,1.0,305.0,4,4,2,218,0,0,0,0,5,5,2010,9,4,2492.0,2.5,218,1976.5,-5008.0,2492.0,33.22666666666667,1.0,2.9066666666666667
1422,139900,20,5,73.0,12342,1,1,0,3,0,4,0,13,2,2,0,2,5,5,1960,1978,3,0,13,14,2,0.0,3,3,1,4,4,2,1,0.0,1,0.0,978.0,978.0,1,3,1,3,1422,0,0,0.0,0.0,1,0,3,1,3,6,2,1,4,1,1960.0,2,1.0,286.0,4,4,2,0,0,36,0,0,3,8,2007,9,4,2400.0,1.0,36,1969.0,-9942.0,2400.0,19.445794846864363,0.5914762599254578,0.2916869227029655
1764,100000,20,5,71.0,8838,1,1,3,3,0,4,0,13,2,2,0,2,5,3,1957,1982,1,0,8,8,2,0.0,3,3,0,1,1,1,0,0.0,0,0.0,0.0,0.0,1,4,1,3,1764,0,0,0.0,0.0,2,1,4,1,3,7,1,1,4,1,1957.0,3,1.0,301.0,4,4,2,0,72,0,0,0,1,10,2008,9,4,1764.0,2.5,72,1969.5,-7074.0,1764.0,19.95926680244399,0.8033491740212718,0.8146639511201629
2358,240000,50,5,75.0,45600,1,1,1,0,0,4,0,4,2,2,0,0,6,8,1908,1997,1,0,13,14,2,0.0,3,3,0,4,4,2,1,0.0,1,0.0,907.0,907.0,1,3,1,3,1307,1051,0,0.0,0.0,3,0,5,1,3,10,6,1,5,5,1908.0,1,2.0,360.0,3,4,2,486,40,0,0,175,1,9,2008,9,4,3265.0,3.0,701,1952.5,-42335.0,3265.0,7.160087719298246,0.1644736842105263,1.537280701754386
1127,135000,20,5,65.0,6500,1,1,3,3,0,4,0,7,2,2,0,2,6,6,1976,1976,3,0,6,9,1,84.0,3,3,1,4,6,2,1,1033.0,1,0.0,94.0,1127.0,1,3,1,3,1127,0,0,0.0,1.0,1,1,3,1,3,6,6,1,2,5,1991.0,1,2.0,480.0,4,4,2,0,0,138,0,0,1,5,2008,9,4,2254.0,2.0,138,1976.0,-4246.0,2254.0,34.676923076923075,1.0,2.123076923076923
1484,174000,60,5,149.0,12589,1,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,742.0,742.0,1,5,1,3,742,742,0,0.0,0.0,2,1,3,1,4,8,6,1,5,1,2005.0,3,2.0,390.0,4,4,2,36,24,0,0,0,1,6,2009,9,4,2226.0,2.5,60,2005.0,-10363.0,2226.0,17.6821034236238,1.1835729605210898,0.47660656128366036
2018,378500,20,5,89.0,13214,1,1,0,1,0,4,0,24,2,2,0,2,9,5,2008,2009,3,0,11,5,2,0.0,5,3,2,6,4,5,1,0.0,1,0.0,2002.0,2002.0,1,5,1,3,2018,0,0,0.0,0.0,2,0,3,1,5,10,6,1,5,1,2009.0,3,3.0,746.0,4,4,2,144,76,0,0,0,1,5,2010,9,4,4020.0,2.0,220,2008.5,-9194.0,4020.0,30.422279400635688,0.6735280762827305,1.6649008627213562
1362,207000,120,5,41.0,6289,1,1,0,3,0,4,0,17,2,2,4,2,6,5,2005,2006,1,0,12,13,3,256.0,4,3,2,5,4,4,2,762.0,1,0.0,600.0,1362.0,1,5,1,3,1362,0,0,1.0,0.0,2,0,2,1,4,6,6,1,5,1,2005.0,2,2.0,460.0,4,4,2,192,28,0,0,0,1,6,2007,9,4,2724.0,3.0,220,2005.5,-3565.0,2724.0,43.31372237239625,0.6519319446652886,3.49817141039911
1465,131000,50,5,84.0,10164,1,1,3,0,0,4,0,19,2,2,0,0,5,5,1939,1950,1,0,12,13,2,0.0,3,3,1,4,3,4,2,646.0,1,0.0,346.0,992.0,1,2,1,3,992,473,0,0.0,0.0,2,0,3,1,3,6,6,2,4,5,1939.0,1,1.0,240.0,4,4,2,0,126,0,0,0,1,7,2006,9,4,2457.0,2.0,126,1944.5,-7707.0,2457.0,24.173553719008265,0.8264462809917356,1.2396694214876034
1236,152000,160,2,24.0,2544,1,2,3,3,0,4,0,22,2,2,3,5,6,5,2005,2005,1,0,12,13,1,216.0,4,3,2,5,4,2,3,376.0,1,0.0,224.0,600.0,1,5,1,3,600,636,0,1.0,0.0,2,1,2,1,4,4,6,0,1,5,2005.0,2,2.0,480.0,4,4,2,0,166,0,0,0,1,5,2010,9,4,1836.0,3.5,166,2005.0,-708.0,1836.0,72.16981132075472,0.9433962264150944,6.5251572327044025
1152,61500,90,5,74.0,6882,1,1,3,3,0,0,0,7,2,2,2,2,4,3,1955,1955,1,0,0,9,0,128.0,3,3,2,1,1,1,0,0.0,0,0.0,0.0,0.0,1,3,0,3,1152,0,0,0.0,0.0,2,0,2,2,2,6,6,0,1,6,0.0,0,0.0,0.0,1,1,0,0,0,0,0,0,1,9,2007,9,4,1152.0,2.0,0,1955.0,-5730.0,1152.0,16.739319965126416,1.0752688172043012,0.0
1080,147110,160,2,72.0,2403,1,1,0,3,0,2,0,22,2,2,4,5,7,5,2003,2003,1,0,12,13,2,0.0,4,3,2,5,4,2,3,244.0,1,0.0,286.0,530.0,1,5,1,3,530,550,0,0.0,0.0,2,1,2,1,4,4,6,0,1,1,2003.0,2,2.0,496.0,4,4,2,0,50,0,0,0,1,6,2010,9,4,1610.0,2.5,50,2003.0,-793.0,1610.0,66.99958385351644,2.9962546816479403,2.0807324178110695
1551,137000,50,5,60.0,10890,1,1,3,3,0,4,0,19,2,2,0,0,5,5,1938,1950,1,0,8,8,2,0.0,3,3,0,3,4,2,2,930.0,1,0.0,128.0,1058.0,1,3,1,3,1058,493,0,1.0,0.0,2,0,3,1,2,6,6,0,1,5,1938.0,1,1.0,240.0,3,4,2,0,0,0,0,0,4,7,2006,9,4,2609.0,3.0,0,1944.0,-8281.0,2609.0,23.957759412304867,0.5509641873278237,0.0
1382,128500,50,6,60.0,12358,1,1,0,3,0,4,0,18,1,2,0,0,5,6,1941,1950,1,0,8,8,2,0.0,3,3,1,4,4,2,3,360.0,1,0.0,360.0,720.0,1,3,1,3,854,0,528,0.0,0.0,1,1,2,1,3,7,6,0,1,5,1991.0,1,2.0,660.0,4,4,2,237,0,0,0,0,1,5,2007,9,4,1574.0,1.5,237,1945.5,-10784.0,1046.0,12.736688784592975,0.48551545557533576,1.9177860495225765
